Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,31169,-,-,India,19.95,76.45,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed
2001,3,14,23,30,0,0,14,26.767834121191584,952.66796875,3.5317938327789307
2001,3,15,0,30,0,0,14,26.075295712148204,952.244140625,3.411296844482422
2001,3,15,1,30,0,0,14,25.355615514098133,951.6856079101562,3.2543234825134277
2001,3,15,2,30,0,0,14,24.833515896060703,951.251220703125,3.175814628601074
2001,3,15,3,30,0,0,13,24.11987760572879,951.2938842773438,3.1353933811187744
2001,3,15,4,30,0,0,12,23.3291663225516,952.1468505859375,3.0968456268310547
2001,3,15,5,30,0,0,11,22.74071362436962,953.2344970703125,2.957778215408325
2001,3,15,6,30,0,0,11,23.70188217816093,954.1298217773438,2.6804938316345215
2001,3,15,7,30,101,171,11,27.39564104591534,955.0087280273438,2.2376232147216797
2001,3,15,8,30,159,482,11,32.37090243317442,955.3971557617188,2.4134528636932373
2001,3,15,9,30,199,619,10,36.129523100810616,955.5272216796875,2.38645601272583
2001,3,15,10,30,223,696,10,38.68165182972285,955.2814331054688,2.4395453929901123
2001,3,15,11,30,236,736,10,40.39555765159315,954.1942749023438,2.5264744758605957
2001,3,15,12,30,240,749,10,41.29447851993825,953.0760498046875,2.585160255432129
2001,3,15,13,30,237,738,9,41.28917037107453,951.911865234375,2.621856689453125
2001,3,15,14,30,313,534,9,40.34055880313258,951.1889038085938,2.6163580417633057
2001,3,15,15,30,241,564,9,37.9052361003931,951.0648803710938,2.575169563293457
2001,3,15,16,30,164,499,9,35.90629691404928,951.259765625,2.4479639530181885
2001,3,15,17,30,68,0,10,33.830086750604664,951.9566040039062,2.2678897380828857
2001,3,15,18,30,0,0,12,32.783284474722166,952.8514404296875,2.091766357421875
2001,3,15,19,30,0,0,13,32.23488814512166,953.6790161132812,1.9681090116500854
2001,3,15,20,30,0,0,13,31.62073223358152,954.2516479492188,1.7263143062591553
2001,3,15,21,30,0,0,14,30.893420379828854,954.145751953125,1.4806315898895264
2001,3,15,22,30,0,0,15,30.096262067391933,953.815185546875,1.3193764686584473
2001,3,15,23,30,0,0,15,29.29479147508033,953.3892822265625,1.189063549041748
2001,3,16,0,30,0,0,16,28.539138053543013,953.0796508789062,1.1175017356872559
2001,3,16,1,30,0,0,16,27.86780837664685,952.3750610351562,1.1226145029067993
2001,3,16,2,30,0,0,16,27.27481169772028,951.9866333007812,1.0981342792510986
2001,3,16,3,30,0,0,16,26.756865187088522,951.7908325195312,1.2055997848510742
2001,3,16,4,30,0,0,16,26.262113854439804,952.443359375,1.444375991821289
2001,3,16,5,30,0,0,16,25.747211140997308,952.933349609375,1.7456214427947998
2001,3,16,6,30,0,0,16,25.812138214509616,953.7875366210938,2.0203957557678223
2001,3,16,7,30,103,177,16,27.531613861512483,954.55615234375,2.1241211891174316
2001,3,16,8,30,159,481,15,30.193244160723964,955.0279541015625,2.332874059677124
2001,3,16,9,30,199,617,13,33.96217372179649,954.8727416992188,2.2596094608306885
2001,3,16,10,30,223,695,11,37.444283369927064,954.2999877929688,1.9692469835281372
2001,3,16,11,30,236,736,10,40.08477397378158,953.2592163085938,1.7998946905136108
2001,3,16,12,30,370,529,10,41.02516786172157,952.0555419921875,1.7647439241409302
2001,3,16,13,30,428,361,9,40.97211821468835,950.9892578125,1.7871850728988647
2001,3,16,14,30,404,260,9,39.147344953015136,950.2559814453125,2.021606683731079
2001,3,16,15,30,316,315,8,36.63029050129512,950.2459716796875,2.3845393657684326
2001,3,16,16,30,215,370,8,34.99208790967543,950.5498046875,2.721853256225586
2001,3,16,17,30,115,113,9,33.08627704923725,951.137451171875,2.9140853881835938
2001,3,16,18,30,0,0,10,31.568748075197675,951.7914428710938,3.0956838130950928
2001,3,16,19,30,0,0,10,30.601407508868704,952.6155395507812,3.095808506011963
2001,3,16,20,30,0,0,11,29.63497046390154,953.0433349609375,2.871297597885132
